paralog_gene,dep_gene,cell_line,delta_z,source
CYB5R3,CYB5R4,cd4t_stim8hr,2.3448669239878654,nonsig
L1CAM,NFASC,cd4t_stim8hr,2.6590115316212177,nonsig
AP1S1,AP1S2,cd4t_stim8hr,2.2399421334266663,nonsig
RFTN2,RFTN1,cd4t_stim8hr,4.672564785927534,nonsig
ME1,ME3,cd4t_stim8hr,3.0643726587295532,nonsig
HINT1,HINT2,cd4t_stim8hr,2.400186240673065,nonsig
CD109,A2M,cd4t_stim8hr,2.4419665411114693,nonsig
CLIC4,EEF1G,cd4t_stim8hr,2.600110612809658,nonsig
ESRP2,HNRNPH2,cd4t_stim8hr,2.1961636543273926,nonsig
PGGT1B,RABGGTB,cd4t_stim8hr,2.295349393039942,nonsig
MIB1,MIB2,cd4t_stim8hr,2.5644966065883636,nonsig
ANO4,ANO6,cd4t_stim8hr,5.961401453241706,nonsig
TRAF1,TRAF2,cd4t_stim8hr,2.5545966252684593,nonsig
TRAF1,TRAF3,cd4t_stim8hr,2.4005255326628685,nonsig
SRL,EHD1,cd4t_stim8hr,2.038303777575493,nonsig
CEP85L,CEP85,cd4t_stim8hr,3.336565740406513,nonsig
MORF4L2,MORF4L1,cd4t_stim8hr,2.338913455605507,nonsig
CAPN14,CAPN1,cd4t_stim8hr,2.2472614608705044,nonsig
MAP3K8,STK25,cd4t_stim8hr,2.722224697470665,nonsig
DUSP5,STYXL1,cd4t_stim8hr,3.209274433553219,nonsig
SLC7A6,SLC7A11,cd4t_stim8hr,2.2358018904924393,nonsig
SLC7A5,SLC7A11,cd4t_stim8hr,4.551879744976759,nonsig
STX7,STX3,cd4t_stim8hr,2.2379549629986286,nonsig
STX7,STX16,cd4t_stim8hr,3.9158271439373498,nonsig
GCAT,SPTLC2,cd4t_stim8hr,2.168643958866596,nonsig
EHD2,EHD3,cd4t_stim8hr,3.571570286527276,nonsig
PABPC4L,PABPC1,cd4t_stim8hr,17.436389412730932,nonsig
PSKH2,PHKG2,cd4t_stim8hr,9.97006624378264,nonsig
PHKG2,CAMK1D,cd4t_stim8hr,2.173723004758358,nonsig
RRAGC,RRAGB,cd4t_stim8hr,3.623593419790268,nonsig
FUT5,FUT7,cd4t_stim8hr,2.5135504230856895,nonsig
AP3S2,AP1S2,cd4t_stim8hr,2.0218855794519186,nonsig
AP1S2,AP3S2,cd4t_stim8hr,2.040396884083748,nonsig
TSPAN15,TSPAN33,cd4t_stim8hr,2.008086621761322,nonsig
RHOD,RHOH,cd4t_stim8hr,3.735080901533365,nonsig
UBE2V1,UBE2V2,cd4t_stim8hr,2.2075203210115433,nonsig
FAM200C,FAM200B,cd4t_stim8hr,2.157259114086628,nonsig
JADE1,BRD1,cd4t_stim8hr,2.61350110033527,nonsig
LIN28B,YBX1,cd4t_stim8hr,2.5958714932203293,nonsig
LIN28B,YBX2,cd4t_stim8hr,2.7769186943769455,nonsig
SGK2,SGK3,cd4t_stim8hr,6.431030180247035,nonsig
FIBCD1,FGL2,cd4t_stim8hr,3.164937164634466,nonsig
UQCRC2,UQCRC1,cd4t_stim8hr,4.2668068669736385,nonsig
BCLAF1,THRAP3,cd4t_stim8hr,5.16712199524045,nonsig
SNRPN,SNRPB,cd4t_stim8hr,3.729941800236702,nonsig
RABGAP1,RABGAP1L,cd4t_stim8hr,2.10381401230552,nonsig
MLLT10,MLLT6,cd4t_stim8hr,4.391580959782004,nonsig
SFPQ,NONO,cd4t_stim8hr,4.34698361158371,nonsig
NR1H4,RORC,cd4t_stim8hr,4.653806786984205,nonsig
ATP10B,ATP10A,cd4t_stim8hr,3.080381577834487,nonsig
NIT1,NIT2,cd4t_stim8hr,2.374030329287052,nonsig
STX12,STX3,cd4t_stim8hr,2.324827380478382,nonsig
TMEM39B,TMEM39A,cd4t_stim8hr,2.2355443462729454,nonsig
YPEL3,YPEL5,cd4t_stim8hr,2.2102848291397095,nonsig
BTNL8,BTN2A2,cd4t_stim8hr,5.050993017852306,nonsig
TAL1,TAL2,cd4t_stim8hr,2.5467626750469208,nonsig
GDPD1,GDPD3,cd4t_stim8hr,2.1803950890898705,nonsig
MAPK3,MAPK14,cd4t_stim8hr,2.4228238314390182,nonsig
SHOX2,ARX,cd4t_stim8hr,4.946684919297695,nonsig
ARX,PRRX1,cd4t_stim8hr,2.586699888110161,nonsig
PITX3,ARX,cd4t_stim8hr,2.6788657903671265,nonsig
SLC16A12,SLC16A6,cd4t_stim8hr,5.462547911796719,nonsig
SLC16A12,SLC16A5,cd4t_stim8hr,8.897248877678066,nonsig
RNF149,RNF130,cd4t_stim8hr,2.3969790413975716,nonsig
TMEM184A,TMEM184C,cd4t_stim8hr,2.5742789544165134,nonsig
ZMAT1,KRCC1,cd4t_stim8hr,2.1652029302786104,nonsig
DDX50,EIF4A2,cd4t_stim8hr,4.086183205246925,nonsig
DDX50,EIF4A1,cd4t_stim8hr,2.9449504762887955,nonsig
PITX1,OTX1,cd4t_stim8hr,2.280528251081705,nonsig
OTX1,OTX2,cd4t_stim8hr,4.527910437434912,nonsig
JDP2,BATF,cd4t_stim8hr,9.300231244415045,nonsig
BATF,FOS,cd4t_stim8hr,2.195494331419468,nonsig
ALDH2,ALDH8A1,cd4t_stim8hr,2.1863495875149965,nonsig
WNT4,WNT16,cd4t_stim8hr,3.896620221436024,nonsig
SOCS2,SOCS3,cd4t_stim8hr,2.0131833404302597,nonsig
PTGER3,PTGER4,cd4t_stim8hr,3.824043452739715,nonsig
CYP2C8,CYP2D6,cd4t_stim8hr,2.019873607903719,nonsig
DRD1,HRH2,cd4t_stim8hr,4.831167018506676,nonsig
SIPA1L1,SIPA1L3,cd4t_stim8hr,2.111552745103836,nonsig
TMTC2,TMTC3,cd4t_stim8hr,2.2205794602632523,nonsig
CTCF,CTCFL,cd4t_stim8hr,2.259236466139555,nonsig
DPY19L3,DPY19L1,cd4t_stim8hr,2.5683885104954243,nonsig
PTGDR2,OPRM1,cd4t_stim8hr,2.48035429418087,nonsig
MT1HL1,MT1H,cd4t_stim8hr,20.099963933229446,nonsig
ABCB9,ABCB7,cd4t_stim8hr,2.910443663597107,nonsig
CHSY3,CSGALNACT2,cd4t_stim8hr,9.174635544419289,nonsig
TNFRSF11B,CD40,cd4t_stim8hr,3.796255361288786,nonsig
CD40,TNFRSF1B,cd4t_stim8hr,2.6295754462480545,nonsig
CMA1,GZMB,cd4t_stim8hr,3.0014038532972336,nonsig
DNAJB8,DNAJB14,cd4t_stim8hr,2.897344995290041,nonsig
GZMH,GZMB,cd4t_stim8hr,2.4262721687555313,nonsig
UBA3,UBA2,cd4t_stim8hr,2.7377498373389244,nonsig
MMEL1,MME,cd4t_stim8hr,3.0768591165542603,nonsig
ADAM2,ADAM8,cd4t_stim8hr,15.423200771212578,nonsig
CHAT,CRAT,cd4t_stim8hr,3.068994680419564,nonsig
DDX19B,DDX1,cd4t_stim8hr,2.5422566197812557,nonsig
SLC25A13,SLC25A22,cd4t_stim8hr,2.331776833627373,nonsig
LRP1,LDLR,cd4t_stim8hr,3.2326569221913815,nonsig
RBP7,FABP5,cd4t_stim8hr,7.120703905820847,nonsig
TIA1,TIAL1,cd4t_stim8hr,3.241977211087942,nonsig
TRNAU1AP,TIAL1,cd4t_stim8hr,4.414628684520721,nonsig
ADCY3,ADCY4,cd4t_stim8hr,2.3074253648519516,nonsig
RFPL4AL1,RFPL2,cd4t_stim8hr,6.665054488927126,nonsig
PSMB1,PSMB8,cd4t_stim8hr,2.843018889427185,nonsig
SLC2A12,SLC2A1,cd4t_stim8hr,2.6659450586885214,nonsig
ZNF578,ZNF468,cd4t_stim8hr,3.2305208432953805,nonsig
ST6GALNAC2,ST3GAL1,cd4t_stim8hr,13.574340932071207,nonsig
UBE2R2,UBE2H,cd4t_stim8hr,2.0408484488725662,nonsig
SLC25A33,SLC25A10,cd4t_stim8hr,2.2731786891818047,nonsig
MINK1,MAP4K2,cd4t_stim8hr,2.4456914961338043,nonsig
RSBN1L,RSBN1,cd4t_stim8hr,2.142326032742858,nonsig
UBE2D3,UBE2L3,cd4t_stim8hr,2.064220428466797,nonsig
UBE2L3,UBE2E2,cd4t_stim8hr,2.029718406498432,nonsig
TBL1X,TBL1XR1,cd4t_stim8hr,4.303384876810014,nonsig
ADAM21,ADAM12,cd4t_stim8hr,2.20399903296493,nonsig
RTL5,RTL8A,cd4t_stim8hr,2.4367122650146484,nonsig
LETM2,LETM1,cd4t_stim8hr,2.1820716559886932,nonsig
RRAGD,RRAGC,cd4t_stim8hr,2.260807156562805,nonsig
NODAL,BMP8A,cd4t_stim8hr,3.5772770643234253,nonsig
FCF1,UTP23,cd4t_stim8hr,2.846192792057991,nonsig
TSPYL1,TSPYL5,cd4t_stim8hr,2.2710820212960243,nonsig
QRICH1,ZMYM4,cd4t_stim8hr,2.3412682320922613,nonsig
CALM3,CALM2,cd4t_stim8hr,2.705207284539938,nonsig
CALM3,CALM1,cd4t_stim8hr,4.042551692575216,nonsig
UBE2Q2,UBE2E3,cd4t_stim8hr,2.0927789285779,nonsig
GALNT8,GALNT11,cd4t_stim8hr,2.34253791719675,nonsig
ESCO1,ESCO2,cd4t_stim8hr,2.230225309729576,nonsig
MPP2,MPP7,cd4t_stim8hr,2.6005284264683723,nonsig
EBF4,EBF2,cd4t_stim8hr,2.056970153003931,nonsig
FOXA3,FOXE1,cd4t_stim8hr,2.1786806881427765,nonsig
HINT1,FHIT,cd4t_stim8hr,2.5314449667930603,nonsig
ESRP1,HNRNPF,cd4t_stim8hr,9.331301588565111,nonsig
EXOSC7,EXOSC9,cd4t_stim8hr,2.3459646180272102,nonsig
DHX8,DHX36,cd4t_stim8hr,2.5954708233475685,nonsig
PPP3CC,PPP6C,cd4t_stim8hr,2.631045825779438,nonsig
ITGAD,ITGAE,cd4t_stim8hr,8.062583927065134,nonsig
CYP2E1,CYP2D6,cd4t_stim8hr,2.4830745086073875,nonsig
HDHD3,NANP,cd4t_stim8hr,2.1599742714315653,nonsig
HNRNPH3,HNRNPH1,cd4t_stim8hr,7.01378458016552,nonsig
SLC5A1,SLC5A2,cd4t_stim8hr,2.0972864255309105,nonsig
CHST3,CHST2,cd4t_stim8hr,2.128825925290585,nonsig
USP51,USP27X,cd4t_stim8hr,2.723299980163574,nonsig
LRRC4B,LRRC4,cd4t_stim8hr,2.041440801694989,nonsig
TSPYL2,TSPYL5,cd4t_stim8hr,2.9610206726938486,nonsig
RBP5,FABP5,cd4t_stim8hr,2.2022220343351364,nonsig
MAPK10,MAPK14,cd4t_stim8hr,4.053108519874513,nonsig
NUDT14,NUDT5,cd4t_stim8hr,2.0880452804267406,nonsig
IGHG3,IGLL5,cd4t_stim8hr,2.011149026453495,nonsig
NLRP14,NLRP2,cd4t_stim8hr,2.7782653979957104,nonsig
B3GALT4,B3GNT5,cd4t_stim8hr,2.275131717324257,nonsig
MCOLN3,MCOLN2,cd4t_stim8hr,2.8767832443118095,nonsig
FUS,EWSR1,cd4t_stim8hr,3.2238872908055782,nonsig
CES3,NLGN3,cd4t_stim8hr,2.8382497131824493,nonsig
UBE2F,UBE2S,cd4t_stim8hr,2.2255836464464664,nonsig
TPRG1,TPRG1L,cd4t_stim8hr,2.417023247107863,nonsig
CRYZ,RTN4IP1,cd4t_stim8hr,2.0422666668891907,nonsig
FZD1,FZD6,cd4t_stim8hr,5.585516300052404,nonsig
TBC1D28,USP6NL,cd4t_stim8hr,3.0923200165852904,nonsig
FBLN1,FBLN5,cd4t_stim8hr,6.6935858661308885,nonsig
HNRNPAB,DAZAP1,cd4t_stim8hr,2.833723559975624,nonsig
CRY2,CRY1,cd4t_stim8hr,2.8395071690902114,nonsig
KCNJ2,KCNJ1,cd4t_stim8hr,2.230483379215002,nonsig
CPT1C,CROT,cd4t_stim8hr,2.2781132236123085,nonsig
ADRA2A,ADRB2,cd4t_stim8hr,2.2265438437461853,nonsig
HSPA2,HSPA1B,cd4t_stim8hr,2.1243868619203568,nonsig
NKX2-6,NKX2-1,cd4t_stim8hr,4.0437695644795895,nonsig
PITX3,OTX2,cd4t_stim8hr,3.1100229024887085,nonsig
ICAM1,ICAM2,cd4t_stim8hr,2.926075179129839,nonsig
DDX21,EIF4A1,cd4t_stim8hr,2.695110879838466,nonsig
UBAP2,UBAP2L,cd4t_stim8hr,4.483385786414146,nonsig
IRF2BPL,IRF2BP2,cd4t_stim8hr,3.115452414378524,nonsig
CCDC28A,CCDC28B,cd4t_stim8hr,2.1158069260418415,nonsig
GSTM1,GSTA1,cd4t_stim8hr,2.749866247177124,nonsig
ANXA9,ANXA7,cd4t_stim8hr,2.364871770143509,nonsig
CELF1,CELF2,cd4t_stim8hr,2.957751803100109,nonsig
GLIS3,GLIS1,cd4t_stim8hr,2.042117267847061,nonsig
DDX46,EIF4A2,cd4t_stim8hr,2.222258166410029,nonsig
DDX46,EIF4A1,cd4t_stim8hr,3.989009932614863,nonsig
STX2,STX16,cd4t_stim8hr,2.3111758083105087,nonsig
STX12,STX16,cd4t_stim8hr,3.722005553543568,nonsig
LTB,TNF,cd4t_stim8hr,3.2399780303239822,nonsig
UBAP1,UBAP1L,cd4t_stim8hr,2.2999281473457813,nonsig
CCNL2,CCNL1,cd4t_stim8hr,2.0752775073051453,nonsig
HPCAL4,NCS1,cd4t_stim8hr,2.4048673063516617,nonsig
ATXN2,ATXN2L,cd4t_stim8hr,2.4445603862404823,nonsig
PCGF1,BMI1,cd4t_stim8hr,2.0347648710012436,nonsig
SLC16A5,SLC16A3,cd4t_stim8hr,2.961729720234871,nonsig
TRIB3,TRIB2,cd4t_stim8hr,4.895608901977539,nonsig
KLF13,KLF9,cd4t_stim8hr,2.062221286818385,nonsig
SLC9A4,SLC9A8,cd4t_stim8hr,4.909058313816786,nonsig
NAB1,NAB2,cd4t_stim8hr,4.731131620705128,nonsig
FKBP3,FKBP2,cd4t_stim8hr,3.3656516820192337,nonsig
G3BP2,G3BP1,cd4t_stim8hr,2.1720799431204796,nonsig
AKR1C4,AKR1C1,cd4t_stim8hr,14.531898126006126,nonsig
TCEAL2,TCEAL8,cd4t_stim8hr,3.6841118671,nonsig
HSD17B13,RDH10,cd4t_stim8hr,3.0689620077610016,nonsig
PSMB6,PSMB8,cd4t_stim8hr,2.2899104058742523,nonsig
KCNJ9,KCNJ14,cd4t_stim8hr,3.7109917998313904,nonsig
RFX3,RFX1,cd4t_stim8hr,3.087790568359196,nonsig
PCGF2,PCGF1,cd4t_stim8hr,5.049197971820831,nonsig
PCGF1,RNF2,cd4t_stim8hr,2.031181678175926,nonsig
B3GNT3,B3GNT9,cd4t_stim8hr,10.433351803570986,nonsig
HSPA1A,HSPA8,cd4t_stim8hr,4.11455075442791,nonsig
E2F3,E2F4,cd4t_stim8hr,2.4844524413347244,nonsig
CD8B2,CD8B,cd4t_stim8hr,2.3212259709835052,nonsig
CPEB1,CPEB2,cd4t_stim8hr,4.591240040957928,nonsig
KCNH2,KCNH4,cd4t_stim8hr,4.986923590302467,nonsig
CUX2,CUX1,cd4t_stim8hr,2.1985728442668915,nonsig
GABPB2,GABPB1,cd4t_stim8hr,5.694662161171436,nonsig
TMED2,TMED4,cd4t_stim8hr,2.730486150830984,nonsig
CA13,CA9,cd4t_stim8hr,2.132183700799942,nonsig
ZC3HAV1L,ZC3HAV1,cd4t_stim8hr,2.813122272491455,nonsig
EIF2B4,EIF2B1,cd4t_stim8hr,2.589849967509508,nonsig
CLGN,CANX,cd4t_stim8hr,2.1309554018080235,nonsig
CANX,CALR,cd4t_stim8hr,2.9356227815151215,nonsig
ATP6V0A1,ATP6V0A2,cd4t_stim8hr,2.230103462934494,nonsig
TIMM17A,TIMM17B,cd4t_stim8hr,2.302495688199997,nonsig
ZC3H12A,ZC3H12B,cd4t_stim8hr,3.5851846784353256,nonsig
SLC16A11,SLC16A3,cd4t_stim8hr,3.1035584956407547,nonsig
SLC16A3,SLC16A1,cd4t_stim8hr,2.0741086173802614,nonsig
LHX1,LHX4,cd4t_stim8hr,5.066956431604922,nonsig
MAP3K15,MAP3K5,cd4t_stim8hr,2.946986809372902,nonsig
PFKFB2,PFKFB3,cd4t_stim8hr,2.0394461676478386,nonsig
ITGA11,ITGAL,cd4t_stim8hr,2.616975754499435,nonsig
CTSS,CTSO,cd4t_stim8hr,2.9912968948483467,nonsig
ATP6V1G3,ATP6V1G2,cd4t_stim8hr,2.014980681240558,nonsig
AQP8,AQP1,cd4t_stim8hr,3.140482656657696,nonsig
XCL1,CCL1,cd4t_stim8hr,2.0993116348981857,nonsig
PAX8,PAX3,cd4t_stim8hr,2.0658476799726486,nonsig
CASP3,CASP2,cd4t_stim8hr,2.6466448605060577,nonsig
RGPD4,RGPD6,cd4t_stim8hr,7.09058016911149,nonsig
REL,NFKB2,cd4t_stim8hr,4.075954474508762,nonsig
NFKB2,REL,cd4t_stim8hr,3.4127298705279827,nonsig
GMPR2,IMPDH2,cd4t_stim8hr,2.7726061269640923,nonsig
EPHB6,EPHA1,cd4t_stim8hr,2.546213448047638,nonsig
LMO1,LHX2,cd4t_stim8hr,3.7854895293712616,nonsig
SP6,KLF16,cd4t_stim8hr,4.686636816710234,nonsig
KLF11,KLF16,cd4t_stim8hr,3.4234055560082197,nonsig
KLF13,KLF16,cd4t_stim8hr,2.2184839230030775,nonsig
ZSCAN5C,ZNF444,cd4t_stim8hr,7.649331599473953,nonsig
PACSIN2,PACSIN3,cd4t_stim8hr,2.171823069453239,nonsig
ZFAND1,ZFAND2B,cd4t_stim8hr,2.1683222576975822,nonsig
LHX3,LMX1A,cd4t_stim8hr,2.8844964131712914,nonsig
PDIA3,P4HB,cd4t_stim8hr,2.9947691494598985,nonsig
PDIA4,P4HB,cd4t_stim8hr,2.1851098239421844,nonsig
PDIA6,P4HB,cd4t_stim8hr,3.3153291046619415,nonsig
SELE,SELL,cd4t_stim8hr,8.664966082200408,nonsig
ALDH1A3,ALDH1B1,cd4t_stim8hr,3.876784399151802,nonsig
RAMP2,RAMP1,cd4t_stim8hr,2.255769059062004,nonsig
HELLS,SMARCA4,cd4t_stim8hr,2.1574814468622208,nonsig
RGS1,RGS5,cd4t_stim8hr,2.114655300974846,nonsig
MAP2K7,MAP3K2,cd4t_stim8hr,2.745098501443863,nonsig
ST3GAL1,ST3GAL4,cd4t_stim8hr,2.389906033873558,nonsig
CYTH4,CYTH2,cd4t_stim8hr,2.2516611590981483,nonsig
DHX29,DHX9,cd4t_stim8hr,2.9719993211328983,nonsig
YTHDC2,DHX9,cd4t_stim8hr,3.047765309922397,nonsig
TWIST2,FERD3L,cd4t_stim8hr,19.643652023747563,nonsig
PTBP2,PTBP1,cd4t_stim8hr,15.845024517737327,nonsig
RGS13,RGS18,cd4t_stim8hr,3.6717108711600304,nonsig
TGFB2,BMP8A,cd4t_stim8hr,2.1490458603948355,nonsig
PGA5,CTSD,cd4t_stim8hr,4.952309180051088,nonsig
ZNF791,ZNF57,cd4t_stim8hr,3.0914054634049535,nonsig
ACTN3,ACTN4,cd4t_stim8hr,2.085734285414219,nonsig
ENTPD4,ENTPD6,cd4t_stim8hr,5.275036849081516,nonsig
BEST2,BEST4,cd4t_stim8hr,4.930287167429924,nonsig
GLIS1,ZIC4,cd4t_stim8hr,2.929597284644842,nonsig
KCTD9,KCTD5,cd4t_stim8hr,3.0578988194465637,nonsig
CAMK1G,STK11,cd4t_stim8hr,11.808833066374063,nonsig
TNPO2,TNPO1,cd4t_stim8hr,6.900043860077858,nonsig
CXCL9,PPBP,cd4t_stim8hr,2.9959977716207504,nonsig
RFX2,RFX1,cd4t_stim8hr,3.714744985103607,nonsig
RGS2,RGS1,cd4t_stim8hr,2.0043229162693024,nonsig
SLC49A3,FLVCR1,cd4t_stim8hr,3.0381372421979904,nonsig
EML5,EML3,cd4t_stim8hr,2.508785992860794,nonsig
BMAL1,ARNT,cd4t_stim8hr,2.2864972409443,nonsig
PRSS33,GZMM,cd4t_stim8hr,2.4254757650196552,nonsig
CXCL13,PF4,cd4t_stim8hr,2.165247917175293,nonsig
CXCL13,CXCL3,cd4t_stim8hr,3.2635507583618164,nonsig
SLC44A5,SLC44A2,cd4t_stim8hr,2.9650653451681137,nonsig
GALNT16,GALNT7,cd4t_stim8hr,8.74861953407526,nonsig
DDX25,DDX39A,cd4t_stim8hr,2.898291617631912,nonsig
DUSP2,STYXL1,cd4t_stim8hr,2.0020941756665707,nonsig
PSMB7,PSMB8,cd4t_stim8hr,3.016581043601036,nonsig
WNT5A,WNT1,cd4t_stim8hr,2.2252159115159884,nonsig
IFFO1,IFFO2,cd4t_stim8hr,2.2258254140615463,nonsig
SLAMF8,SLAMF7,cd4t_stim8hr,2.069829687476158,nonsig
IL1RAPL1,IL1RL1,cd4t_stim8hr,40.00419796910137,nonsig
CREM,CREB1,cd4t_stim8hr,3.133121408522129,nonsig
HSPA4,HSPA8,cd4t_stim8hr,2.196658354252577,nonsig
HNRNPA3,HNRNPA1,cd4t_stim8hr,8.486430048942566,nonsig
HNRNPA2B1,HNRNPA1,cd4t_stim8hr,6.902473375201225,nonsig
HSP90AA1,HSP90AB1,cd4t_stim8hr,4.4279260486364365,nonsig
NLRP12,NLRP6,cd4t_stim8hr,5.957558894529939,nonsig
B3GALT6,B3GALT4,cd4t_stim8hr,2.6626884036231786,nonsig
EIF4A3,DDX1,cd4t_stim8hr,2.046702601015568,nonsig
DDX11,BRIP1,cd4t_stim8hr,3.296550340950489,nonsig
SLC2A4,SLC2A14,cd4t_stim8hr,3.986637488938868,nonsig
PITX2,SHOX,cd4t_stim8hr,2.4721909407526255,nonsig
ERGIC2,ERGIC1,cd4t_stim8hr,2.712006915360689,nonsig
PPIL1,CWC27,cd4t_stim8hr,2.077072709798813,nonsig
HOXA10,HOXD10,cd4t_stim8hr,2.6051848866045475,nonsig
HOXA10,HOXC9,cd4t_stim8hr,2.9572542645037174,nonsig
PCGF5,PCGF3,cd4t_stim8hr,2.575006201863289,nonsig
ST14,TMPRSS13,cd4t_stim8hr,4.117232590913773,nonsig
LARP1B,LARP1,cd4t_stim8hr,2.1868460327386856,nonsig
VDAC2,VDAC1,cd4t_stim8hr,2.10554201900959,nonsig
SCAMP1,SCAMP4,cd4t_stim8hr,2.9426824264228344,nonsig
NKTR,PPIG,cd4t_stim8hr,2.068313166499138,nonsig
CES5A,CES2,cd4t_stim8hr,4.047315588220954,nonsig
HSP90AB1,HSP90B1,cd4t_stim8hr,2.388043835759163,nonsig
EML6,EML3,cd4t_stim8hr,2.3238072767853737,nonsig
WT1,EGR3,cd4t_stim8hr,3.4037700314074755,nonsig
SLC38A1,SLC38A6,cd4t_stim8hr,3.282140837807674,nonsig
SLC38A2,SLC38A6,cd4t_stim8hr,11.064835861325264,nonsig
CSNK1A1,CSNK1G3,cd4t_stim8hr,2.403295369818806,nonsig
MANEAL,MANEA,cd4t_stim8hr,2.0143383592367172,nonsig
FAF1,FAF2,cd4t_stim8hr,2.1226536221802235,nonsig
GNG3,GNG5,cd4t_stim8hr,6.6438551768660545,nonsig
ORAI2,ORAI1,cd4t_stim8hr,2.221039965748787,nonsig
HPGDS,GSTP1,cd4t_stim8hr,2.459416054189205,nonsig
TMED5,TMED9,cd4t_stim8hr,2.0227027982473373,nonsig
ZFP36L1,ZFP36L2,cd4t_stim8hr,3.03451743721962,nonsig
ZNF777,ZNF776,cd4t_stim8hr,2.7970989793539047,nonsig
HNRNPDL,HNRNPAB,cd4t_stim8hr,2.171303119510412,nonsig
TNKS2,TNKS,cd4t_stim8hr,2.450628258287906,nonsig
CA8,CA14,cd4t_stim8hr,2.134260531514883,nonsig
KIF5C,KIF22,cd4t_stim8hr,2.1563890799880028,nonsig
HMG20B,SMARCE1,cd4t_stim8hr,3.291905552148819,nonsig
SV2C,SV2A,cd4t_stim8hr,4.2646594271063805,nonsig
IQGAP3,IQGAP2,cd4t_stim8hr,2.0484838783740997,nonsig
ISG20,AEN,cd4t_stim8hr,2.808235317468643,nonsig
UBC,UBB,cd4t_stim8hr,2.992610737681389,nonsig
UBB,UBC,cd4t_stim8hr,7.522582240402699,nonsig
PDE8B,PDE1B,cd4t_stim8hr,2.3310063406825066,nonsig
OTP,PITX1,cd4t_stim8hr,14.75133516365895,nonsig
ELL3,ELL,cd4t_stim8hr,2.6140853613615036,nonsig
PMP2,FABP5,cd4t_stim8hr,9.935910057276487,nonsig
CHP1,CIB2,cd4t_stim8hr,3.218316063284874,nonsig
RND1,RHOF,cd4t_stim8hr,3.79347325861454,nonsig
DHX37,DHX40,cd4t_stim8hr,2.1368047297000885,nonsig
FAM24A,FAM24B,cd4t_stim8hr,2.7441591396927834,nonsig
LRRC8C,LRRC8B,cd4t_stim8hr,3.1368676498532295,nonsig
PITX1,ALX4,cd4t_stim8hr,2.72881430760026,nonsig
ZNF667,ZNF671,cd4t_stim8hr,2.154608780518174,nonsig
BMP10,BMP8B,cd4t_stim8hr,2.236486244946718,nonsig
PTGDR,PTGER3,cd4t_stim8hr,2.1584553122520447,nonsig
PTGDR,PTGER2,cd4t_stim8hr,7.598062694072723,nonsig
PTGIR,PTGER2,cd4t_stim8hr,2.18852249532938,nonsig
PRKAR2B,PRKAR1B,cd4t_stim8hr,3.1054100543260574,nonsig
ATP2B4,ATP2A2,cd4t_stim8hr,2.4497727751731873,nonsig
ATP2A2,ATP2B1,cd4t_stim8hr,2.1194148808717728,nonsig
SIGLEC5,CD33,cd4t_stim8hr,2.7359793819487095,nonsig
FZD8,FZD6,cd4t_stim8hr,2.093207284808159,nonsig
LILRA5,OSCAR,cd4t_stim8hr,12.77863397449255,nonsig
PTK2B,LCK,cd4t_stim8hr,3.358143851161003,nonsig
PTK2B,ZAP70,cd4t_stim8hr,2.8720238655805588,nonsig
PDE2A,PDE5A,cd4t_stim8hr,3.113394245505333,nonsig
SEMA4C,SEMA4F,cd4t_stim8hr,2.024396076798439,nonsig
RARA,NR1H2,cd4t_stim8hr,2.793805442750454,nonsig
CMPK1,AK3,cd4t_stim8hr,2.8541530072689056,nonsig
HNRNPDL,HNRNPD,cd4t_stim8hr,2.4596484564244747,nonsig
HNRNPD,HNRNPDL,cd4t_stim8hr,2.0837588757276535,nonsig
HNRNPA3,HNRNPDL,cd4t_stim8hr,2.5640588998794556,nonsig
MAL2,PLLP,cd4t_stim8hr,2.1499724239110947,nonsig
MAP3K11,MAP3K12,cd4t_stim8hr,2.484524644911289,nonsig
IRF8,IRF4,cd4t_stim8hr,2.664181023836136,nonsig
PMPCB,UQCRC1,cd4t_stim8hr,3.673907265067101,nonsig
SEBOX,PRRX2,cd4t_stim8hr,11.572300523519516,nonsig
IVD,ACADS,cd4t_stim8hr,2.016854874789715,nonsig
P2RX5,P2RX4,cd4t_stim8hr,2.0925048142671585,nonsig
FZD7,FZD6,cd4t_stim8hr,2.1054587587714195,nonsig
SOX5,SOX6,cd4t_stim8hr,2.9752292782068253,nonsig
MYLK4,STK11,cd4t_stim8hr,2.1298072561621666,nonsig
MDM2,MDM4,cd4t_stim8hr,3.5022282525897026,nonsig
ZNF44,ZNF57,cd4t_stim8hr,2.000227689743042,nonsig
FURIN,PCSK6,cd4t_stim8hr,2.2514850944280624,nonsig
STAT6,STAT5B,cd4t_stim8hr,3.0754876285791397,nonsig
STAT3,STAT5B,cd4t_stim8hr,2.4489344879984856,nonsig
DNAH14,DNAH3,cd4t_stim8hr,4.38056617975235,nonsig
TINAGL1,CTSS,cd4t_stim8hr,7.55823830049485,nonsig
NLRP13,NLRP2,cd4t_stim8hr,9.532903116196394,nonsig
CD3D,CD3E,cd4t_stim8hr,2.327726099640131,nonsig
ALX3,MIXL1,cd4t_stim8hr,4.1717225182801485,nonsig
ACVR1C,BMPR2,cd4t_stim8hr,3.52275400608778,nonsig
