,cluster_id
ERRFI1,-1
SSBP3,-1
CDC42SE2,256
C22orf15,-1
TRIP12,40
ADAMTS8,235
BZW1,-1
H2AC18,162
WTAP,476
PCDHB13,110
BTBD2,88
ZNF578,-1
SCAF1,596
METTL3,-1
GCLC,392
PRSS8,-1
UFSP1,480
NAAA,-1
RAB40A,318
SMO,-1
FOS,562
HOXC12,-1
CCNL1,-1
BPHL,422
ZNF674,-1
BARHL2,-1
ERMP1,155
H3C8,-1
LRRC4,438
NIPSNAP2,-1
SOX3,613
STK40,438
LAMC3,122
NSUN6,-1
STK31,-1
PHTF1,-1
DYNC1LI2,-1
PAX8,-1
SOX18,-1
RHOV,48
ATP6V0A1,57
NEMP2,-1
GNA13,-1
FOXO3,605
ZEB1,-1
RAB26,-1
PPARD,459
DDX19A,-1
IGFBPL1,-1
DERL1,-1
PRRC2B,353
PRKRIP1,561
KIF3B,296
ZDHHC5,278
CLP1,-1
FEM1C,290
ZBTB33,-1
EBAG9,357
CCNE2,-1
AP3D1,-1
EMILIN1,-1
IMPDH1,-1
PNRC2,-1
POU5F2,-1
ZNF226,-1
MIER2,423
GOT1,353
NEFH,-1
AS3MT,-1
PPIF,117
H2BC3,-1
H3C1,-1
SLC25A38,222
DNMT3L,-1
RGS11,57
BCAT1,-1
COX6A1,-1
CACFD1,-1
TM9SF2,-1
SMARCB1,-1
CSPG4,270
TPCN1,483
SOX12,-1
FHOD1,613
USP10,-1
GTF2I,-1
ATAD3B,-1
SALL1,-1
ITPRID2,-1
ACSBG2,504
SLC25A39,374
KLHL36,-1
ELK4,-1
GJA4,411
TFPI2,336
ULK1,-1
ZNF704,434
RXRB,111
ZNF181,394
ZNF841,-1
TINAGL1,-1
GJB3,-1
LIG3,-1
H1-3,493
MED19,-1
POLRMT,-1
PHKG2,-1
MAPK1,-1
NAP1L1,385
ZNF549,-1
GGA3,-1
CASP2,292
SAT2,-1
SDF4,442
CEP170,-1
CXADR,-1
MPP1,460
DACT2,-1
CBL,-1
H4C3,-1
KLHL24,-1
ME2,-1
MMP3,350
FAM217B,254
GNA11,-1
JUN,-1
ELOVL5,55
DMC1,470
ACVR2B,66
STPG4,-1
ZNF579,539
DTX3,371
INTS6,-1
EID2,-1
FKBP11,-1
SLC25A30,-1
SSNA1,483
ACSL3,432
NUSAP1,-1
SSBP2,596
UROD,157
FAM161A,163
CBX3,-1
HAPLN4,292
FSBP,-1
CD2BP2,516
NKX3-1,529
TMX3,-1
LRPPRC,-1
THUMPD3,62
RIMOC1,588
NSD1,135
CZIB,335
SEC11C,361
MAPK8,-1
ANKRD13A,133
MPDZ,250
TLE3,-1
TMEM42,154
ZNF79,543
LMX1B,-1
CYC1,411
TRMT9B,-1
C1orf122,-1
TFAP4,-1
SLC30A7,401
ETV5,188
RAB9A,-1
PSPH,600
ENGASE,-1
SIDT2,-1
SMAD4,-1
ZNF735,-1
PGD,-1
ZBTB4,350
RBM11,-1
MIGA2,-1
HDX,-1
L3MBTL2,-1
VPS33A,-1
IPO5,48
TTLL5,452
HEMK1,-1
ZNF710,593
CPT2,184
TBC1D13,555
TCEAL2,-1
CBY3,509
ZNF671,-1
H3C12,485
SOHLH1,253
TIGD5,-1
FAM135A,391
TDP1,-1
CDC42BPB,148
RNPEP,-1
H4C2,-1
MED13L,360
PBX4,-1
JOSD2,484
PARP8,-1
ZNF460,-1
PAX9,-1
METTL8,-1
C2orf49,-1
TAGLN2,564
PLS3,-1
FOXN1,-1
CEBPZOS,-1
PITX3,-1
H2BC18,-1
TACC1,-1
RNF4,394
ZDHHC4,-1
BTBD17,156
EBF2,-1
CD81,446
LRP4,44
ZNF415,-1
MEPCE,473
NDUFS1,-1
SLC25A10,623
DNAJC19,378
AADAT,513
CDK2,493
CCDC134,-1
AKT2,-1
SLC1A5,315
EMP2,323
SORD,-1
NUDT19,407
ARL3,-1
PTGR1,-1
TIAL1,312
SIN3B,-1
GALR2,-1
GATA5,348
ZNF649,-1
FOXRED2,236
CCDC115,138
NINJ1,-1
LRATD1,-1
CD320,-1
ZSCAN30,-1
RASD1,-1
HIP1,455
SLC9A1,272
TET2,-1
CES2,-1
KIAA0930,313
MGMT,319
ZNF680,533
TMEM74B,-1
KDM8,377
THAP10,-1
RNASE7,302
EHD2,-1
FBXO10,-1
SRCAP,-1
SEC31A,373
CNIH1,-1
YDJC,-1
SMG1,-1
PMS1,-1
UHRF2,532
DPH2,107
E2F5,-1
ARHGEF5,-1
HSFY1,-1
APEX2,-1
COQ7,456
RBM7,-1
BRD2,-1
ZNF678,426
RIGI,-1
MBOAT1,422
ASCL2,-1
TBL2,591
SPTBN1,497
ZNF254,-1
CALU,-1
RAB3IP,-1
GSE1,633
AURKAIP1,352
GGNBP2,-1
MYF5,350
CIZ1,511
NFIL3,460
CHRNB2,387
SLC35C1,289
TMEM41A,595
OBSCN,-1
HOXD8,-1
USF3,519
FZD6,11
TRMO,-1
ABAT,-1
RAB23,-1
TOR3A,495
SLC35E4,-1
HMGN1,-1
ALKBH1,246
DDX5,-1
FH,-1
SLC37A4,584
GUCD1,-1
GPAM,-1
ZNF768,354
ALDH18A1,117
ZNF655,358
KIAA2013,516
ASF1B,-1
PPP1R3B,110
CDKN2D,-1
GORASP1,342
SERPINH1,249
LTF,-1
IRX6,-1
SMARCAD1,589
DOHH,-1
FAM216A,292
EXTL2,298
FZD8,-1
PLAG1,-1
ZNF257,-1
SOX4,-1
TMEM138,335
RPL22L1,-1
ERI2,439
CELSR1,550
LGI2,-1
JMJD7,432
MAGOHB,-1
ZNF687,-1
NONO,-1
DHX30,-1
APRT,-1
TBL1XR1,-1
AKAP8L,387
ACTR3B,-1
OTX1,563
ACAP3,-1
IRF2,-1
PAM,340
VSX1,404
ZNF177,-1
CAVIN1,446
HMGB1,-1
ZCCHC2,-1
ADNP,-1
PKN3,280
SH2B2,-1
LYAR,-1
KLF4,244
FANCG,-1
ZXDC,-1
BZW2,289
PIGM,154
TRUB2,277
SNAI2,228
PDXK,-1
FAT1,411
AIRE,-1
STOX1,-1
GIGYF1,-1
DNMT3A,-1
TRAPPC2,378
YPEL1,392
ZNF552,615
AIMP1,472
GATB,478
ZGPAT,-1
HDAC6,-1
NR5A2,-1
AAAS,-1
CEND1,29
ARL2BP,335
PRDX3,-1
CLDN23,-1
PSMD9,-1
ZNF546,250
TDRD6,504
KHSRP,366
LMO4,-1
ATP8B2,157
ADSS1,-1
MFSD10,262
NPFF,-1
SOHLH2,358
GTF2IRD2,-1
KDM6A,-1
P3H1,-1
CREB5,-1
ATF2,516
ZNF354C,54
PSMD8,617
LOXL1,470
TCIRG1,-1
THAP6,-1
ZNF587B,-1
B3GALNT1,563
ANKRD33B,-1
CDC42EP1,-1
DGKE,-1
IDH3B,-1
ZBTB6,577
UBE2D2,-1
PRMT3,-1
COMT,-1
EPN1,-1
MBD1,511
ATP7B,115
GSC,562
GSN,-1
IFRD2,-1
NKX2-1,-1
RARA,-1
FGF11,277
GPR37,450
ABL1,-1
DDX43,-1
SOX5,-1
NFKB2,-1
MAP1B,-1
RHBDD2,472
CNBP,-1
ENTPD2,-1
TEPSIN,621
PPTC7,-1
LASP1NB,468
RNASE11,473
RPIA,498
ARRDC4,-1
NUCKS1,149
LHX6,92
FOXD4L1,149
EDC3,-1
NUDT16,-1
ZNF221,-1
MEF2B,-1
CAPN15,-1
ZKSCAN3,-1
CAAP1,-1
ISG20,-1
PHF8,-1
YTHDF2,431
ANXA2,524
ZNF197,528
CYP2R1,571
NKX2-8,538
PLD3,125
MNX1,-1
TAF4B,400
ZNF16,-1
CCND3,275
ORAI1,107
SSU72,-1
PTPN9,-1
SLC66A1,473
OLFML2A,-1
GUK1,-1
SLC20A1,-1
MSX2,-1
ZNF28,-1
NCOA3,260
PRKD2,-1
CYB5R2,-1
ZNF534,-1
MORC2,28
FOXL3,616
CRY1,-1
ZSCAN4,-1
DNAJC21,233
LYL1,-1
KAT6B,339
TNK2,-1
H2BC7,220
ZNF45,-1
PARD6A,86
ZNF679,436
DNTTIP1,-1
CTSD,296
ZNF417,-1
H1-0,-1
GSPT2,-1
RAB17,378
C1orf226,-1
TFAP2D,-1
SIK1,-1
ZDBF2,-1
DRGX,-1
ZNF654,49
BHLHA9,324
MAP4K2,-1
CBLC,137
TMEM30A,478
MAMLD1,616
ETV7,398
LYPLA2,156
TMEM161A,-1
CRABP1,278
SETD9,589
RNASE1,513
LRRC61,-1
GMCL2,470
ZNF862,338
MRPS30,507
NCAN,341
OSTM1,478
ZNF852,-1
SDHAF3,385
FLNC,539
MRPL15,483
CTBP2,-1
TNNI3,329
COA5,564
A1BG,-1
A1CF,-1
TCEA3,-1
STK38L,106
C1orf52,271
CCNG2,-1
ZNF57,563
NACC1,-1
AKAP8,-1
ZNF324,-1
SLC17A7,-1
EMX2,489
TLE5,554
SELENOS,309
TFEC,-1
ZNF564,610
PIM3,514
IER3IP1,-1
H2BC13,-1
ZNF706,-1
TBC1D23,539
TCF12,395
MRPL21,375
TPM2,520
ZNF512B,410
RIPK4,-1
CEP170B,-1
CLN8,421
JMJD1C,-1
JPT2,172
PCCB,385
C6orf89,467
CKMT1A,-1
NUDT4,-1
DEK,90
MITD1,467
RTCA,474
PSENEN,-1
PSMD11,-1
CCNO,-1
ESCO1,-1
ROCK1,-1
ZNF500,-1
FBXO17,-1
TP73,-1
NPC1,-1
ASPSCR1,-1
TMEM128,412
PDE12,-1
BAZ1A,524
LCOR,485
FAM110A,-1
LBX2,-1
ELF1,302
GGA2,301
FOXF1,242
SOX7,-1
MCCC1,455
ABCA3,409
CNN1,-1
CHRNA10,555
RSBN1,-1
PIN1,167
CAND2,480
CBY1,-1
LAMA5,193
GATD3,4
MYORG,87
CROCC,573
SPATA2,157
KCTD9,-1
CALR,142
MSH2,-1
ZNF30,-1
MAD2L2,611
ZNF208,-1
SMYD5,-1
TRIM61,574
ZBED5,596
LRAT,420
CAPNS1,213
REXO4,-1
THAP7,-1
ZNF883,-1
SLC37A3,194
LMO2,-1
ZNF408,-1
ZNF540,-1
MTHFD2,-1
NATD1,336
ATP6V0B,625
PIP4K2B,-1
MANEAL,-1
PARD6G,-1
RTN4RL2,192
ZFP90,-1
APLNR,540
DQX1,-1
SLC25A29,600
FLII,-1
SPSB2,567
TARS3,637
SP110,-1
COASY,501
MIDN,-1
TMEM97,417
ACBD4,-1
PGPEP1,309
MED25,-1
MARVELD2,353
VAT1,-1
MACROH2A2,572
IL4R,-1
PRDM11,209
CCDC186,-1
PKP3,-1
KDM5D,537
OCIAD2,-1
OSR1,-1
LYSET,422
CCNB2,-1
PANO1,-1
TTLL4,-1
HLA-A,580
SFRP1,148
PPP1R2B,236
MAJIN,-1
TSHZ3,-1
ZNF827,-1
HSPG2,298
GORAB,568
CD200,297
HOXD10,394
EFNB2,517
COX5B,618
GPAT4,70
NFKB1,-1
POU3F4,-1
CCDC61,-1
HUS1B,215
IGFBP5,227
CYP2S1,361
OCRL,-1
RGS16,-1
TCFL5,490
XPO5,619
ZSCAN10,350
FBXO38,-1
GARIN5A,-1
NKX2-2,-1
ZSCAN5C,-1
FERMT1,328
RELB,125
NPM3,-1
MRPS26,-1
CUL4A,-1
C1R,310
CTSA,471
H2AC12,-1
CCNI2,392
CHCHD7,309
CDKN2A,439
AP2A1,451
BAD,-1
MATN4,-1
GATAD1,-1
RRAGC,434
ANGEL2,-1
AGBL5,525
TMEM121B,179
ZFR,615
COL1A2,-1
VPS4B,634
CAPN7,350
PPIC,31
GRB10,-1
SKOR2,164
FHDC1,-1
PPIB,-1
HELZ2,353
VAMP1,545
KHNYN,90
ANKLE1,43
TIMP2,466
ZMYM6,-1
CTSZ,45
ALX4,-1
RAB39B,-1
PMM1,329
CNOT6L,-1
SMAD3,-1
PGAP1,-1
DPH7,-1
GHDC,-1
MPV17,-1
H3C4,-1
PCBD1,458
FASTKD2,339
ALX3,257
RBPJL,562
PNPLA3,314
CTSC,320
ARHGEF15,277
LPP,210
TBX21,-1
CCDC88C,-1
MYOG,-1
LEAP2,-1
GORASP2,556
CHPF2,-1
FYTTD1,-1
MAP2K3,624
BLTP3A,-1
AJM1,-1
ZNF816,358
RANBP1,622
FTSJ3,-1
BACE1,490
KLF11,-1
NABP2,-1
ZNF326,-1
ERBB4,398
DHODH,134
ZNF845,380
PTP4A1,138
MEIS1,-1
SSH1,-1
CABLES1,164
NAGA,70
SIM2,-1
PPM1A,475
SYN1,-1
RPL41,-1
HNRNPU,-1
CFAP298,525
TKT,418
CHMP1B,-1
UTY,359
TMEM18,-1
PLAGL1,-1
PHC3,-1
ZNF518B,127
NR1I3,-1
KAT6A,605
DEDD2,-1
ZFHX2,459
CBLL2,-1
ARG2,608
SDCBP,-1
PARP4,521
LRRC41,393
STRAP,-1
ZNF773,-1
MAEL,-1
CHCHD1,167
ST14,-1
ZNF846,457
ATF4,-1
THOP1,-1
FOXD4,-1
GTF3C6,631
FN3KRP,-1
PHF5A,397
RND2,335
APP,520
DNAJC2,-1
MLEC,-1
PLPPR3,268
GMCL1,-1
RAB4A,620
TAL2,-1
FAM167B,148
SFXN4,136
NAA16,336
SLC17A5,280
KLF8,349
FOXR2,-1
CKLF,-1
STRADB,461
NXN,591
ZNF599,-1
H2AC17,-1
CXXC5,-1
SMARCD2,293
DNPEP,298
SMARCD1,304
MACIR,-1
MMP9,336
SYAP1,-1
SLC10A4,-1
APPL1,-1
PARP9,-1
HSD17B1,-1
SGTA,-1
ERICH1,482
SYCP3,241
ICAM1,-1
EVX2,550
EN1,621
BIRC2,-1
ZNF337,284
PPARG,-1
NDUFV2,584
ZNF670,-1
DYRK2,-1
TINF2,-1
EVA1B,-1
PGAM1,619
SLC38A2,-1
ALDH16A1,-1
IER2,-1
RPSA2,214
ERBB3,297
XRCC4,498
THNSL1,-1
EIF4G1,259
EIF4EBP1,-1
BABAM1,-1
C11orf68,309
MAFB,-1
TBX6,390
ZNF143,-1
USP3,-1
BICD1,-1
C17orf75,117
KLF16,122
AIM2,621
LDB1,-1
RSU1,-1
ATP1B2,-1
NLGN3,556
CCDC163,499
CBX8,521
KDM5B,-1
NANOG,-1
MRRF,-1
PITPNC1,-1
REC8,-1
BACH1,-1
FAM234B,-1
TARBP1,434
TUT4,-1
FOXC2,392
ZNF526,364
SLC27A6,447
ZNF668,-1
KCNK6,607
GPI,-1
TFAP2A,488
LAP3,-1
PPDPF,266
PLCB2,-1
TRMT1,319
BPGM,477
SPAST,-1
PNMA5,-1
HDAC4,391
GABARAPL2,100
SYDE2,-1
GLI1,-1
FOXO6,-1
ABCG1,-1
ZNF98,578
MCOLN1,283
DMRTA1,559
SPAG4,-1
NDUFA11,330
SLC7A3,-1
RPL22,18
RELT,-1
PFKFB4,28
MTRR,391
DEGS1,-1
METTL2B,-1
SERP1,334
PRMT5,-1
SCN4B,-1
DNAJC7,203
LEFTY1,573
CACNB3,174
RNASE2,-1
FKBP7,593
C1orf109,-1
HIPK2,509
POLD4,330
FLNA,-1
FAM200B,-1
TRIT1,-1
MEOX2,-1
NGRN,450
GLT8D1,-1
BRD3OS,301
MFGE8,304
MARK3,150
H2AC13,351
TRIP10,-1
ZNF282,551
COX6B2,332
HTRA3,398
WDFY2,214
CUL1,-1
DHRS7B,326
CHTOP,478
ZNF250,439
MECOM,-1
ARHGEF10L,585
GPX8,-1
NEXN,-1
C1orf198,-1
TLK2,-1
MED1,-1
POLE3,576
RAD1,-1
PFAS,-1
PAFAH1B3,551
TASOR2,-1
ECPAS,-1
APOBEC3G,-1
IDH1,-1
NEUROD6,-1
H3C2,233
SIX5,-1
ZBED2,295
CLOCK,-1
CX3CL1,248
EFNB3,-1
JADE1,345
TGOLN2,625
BCL7A,392
TRAPPC6B,160
MCMBP,568
PATZ1,-1
TBRG4,-1
TGIF2LY,-1
NCLN,194
TLX2,-1
RAX,212
FGD5,-1
GLS2,-1
SMS,309
CMTR2,-1
CCDC112,-1
RIPPLY1,-1
MAIP1,-1
NMRK2,-1
HAPSTR1,-1
MCRIP2,-1
HDAC9,-1
RBPMS,434
TSN,-1
RRAGD,-1
ROBO3,490
MAPK3,242
ITM2C,-1
MSL1,-1
SLC2A4,-1
GIT1,-1
GPAA1,447
NEMP1,-1
CIAO2A,-1
KIAA2026,595
ASB7,-1
SNAPC4,487
ORC3,-1
SP100,-1
CBFA2T2,-1
SIRT2,92
PFN2,-1
ZBTB12,196
MICAL1,342
H3-3A,-1
CREBZF,489
CES3,420
TMEM222,322
MAPKBP1,-1
BLOC1S4,192
BCL3,356
BCL9,-1
NSG1,475
GSTO1,99
SETD6,-1
CLEC2D,500
AMD1,-1
RIOK3,585
TMSB15A,-1
AKIRIN1,-1
KMT2A,-1
ZNF737,-1
TTLL9,170
ZBTB41,-1
GOLPH3L,319
PWWP3A,-1
CPEB1,444
PEG10,243
ZNF805,-1
HAP1,-1
GPR3,454
CCDC160,-1
BCAM,-1
ARPIN,304
ZCCHC12,-1
TOB1,465
JUND,260
PLXNA3,112
ZNF154,-1
TDGF1,264
TOP1MT,-1
TMEM123,-1
XPC,-1
ZNF32,-1
ZNF503,353
TUBA1A,-1
ENPP5,290
TUBB3,-1
PHTF2,-1
PIAS4,603
THAP3,-1
ZNF532,-1
ZNF446,-1
EEF1AKMT1,187
GSK3B,433
ZNF677,-1
HTR1B,-1
RNF10,239
CCNT2,366
SKI,147
MATCAP1,192
CYTH2,531
FLT1,295
LRIG3,190
DHTKD1,-1
SLC27A5,144
RNF207,34
KSR1,-1
TBC1D25,240
PRPS2,-1
E2F8,420
RAB3IL1,-1
FBXL3,322
TSPAN5,470
ILF3,551
ZNF189,-1
ZNF576,-1
TMEM237,-1
RFX8,-1
GINM1,401
ZNF624,313
ARMCX1,-1
DNAJC1,360
RUSC1,-1
DPP7,-1
IL17RC,434
CYYR1,-1
NR4A2,-1
NHLRC1,-1
WDTC1,167
DECR2,391
ZNF785,-1
HOXB2,489
DLST,-1
HNRNPCL2,-1
OXSR1,516
ZNF26,-1
CREB3L2,-1
PLD6,-1
ENPP4,336
CLASP1,213
CEP131,494
CENPV,349
PNLDC1,-1
DND1,-1
PROX1,-1
NTHL1,554
ZNF672,384
DAB2IP,-1
VTI1B,-1
ZNF586,-1
PDK2,-1
ZNF689,-1
BTRC,225
TMEM52,-1
PPP1R15A,-1
ZNF131,-1
FASTKD1,-1
ACTR5,-1
KCNS1,369
MRPL44,-1
ADAL,-1
MMP19,-1
SERPINF1,130
TMCO1,-1
IGHMBP2,-1
CRTAP,-1
TBPL1,-1
SOX6,-1
NDUFB7,-1
CAMSAP3,460
ZBTB47,166
CBX6,4
R3HDM1,558
PRDM16,93
S100A10,479
DHCR24,479
INTS12,56
RECQL4,-1
DENND11,351
KIRREL2,-1
ZNF19,-1
AXIN1,-1
TTLL11,-1
DNAJA4,290
BHMT,-1
AFF2,-1
LGALS3BP,3
YAF2,505
TAMALIN,441
SDHC,-1
NDUFA5,-1
H4C8,-1
ERCC5,-1
PCDHB3,-1
PTPRF,-1
NDUFS2,78
APOBEC3A,-1
CAD,626
HOOK2,136
RELA,-1
FOXA1,-1
RANGRF,-1
COG2,399
G6PC3,-1
OARD1,256
PODXL2,-1
F3,-1
CHRNA3,-1
RASSF1,-1
TRA2B,-1
ZNF157,-1
OVOL2,-1
CUL3,284
SCP2,-1
PLBD1,185
SLC29A2,461
ENDOG,-1
ZNF780B,-1
SAAL1,360
ZFP64,-1
KCTD7,-1
RAB5IF,551
HSD17B4,34
COQ4,329
ELMOD2,-1
PDXDC1,354
ZNF367,-1
ZNF699,338
PDCD10,467
ZNF525,258
CARMIL2,299
METRNL,321
SEMA4B,308
CHCHD5,-1
ITM2A,534
KHDRBS1,466
ENPP1,-1
MDH2,344
FST,347
ADCY2,-1
PKNOX1,-1
NAA80,-1
PPP3CA,-1
ZNF443,-1
MTHFS,-1
MEF2A,611
CDH24,369
CRTC3,418
TNFSF11,626
LGR4,-1
CCDC24,11
HOMEZ,207
MPV17L2,-1
PHF23,-1
ZNF692,505
MST1,-1
ZNF3,-1
FBXO28,631
TMEM54,-1
EDF1,-1
B4GALT2,448
DNAJB2,-1
SLC30A1,293
ADCY9,-1
DMRTC1,22
ANKRD63,-1
CHD7,-1
BATF3,-1
NT5C3B,538
SOX2,-1
ZNF780A,-1
TBC1D14,608
TRAF5,-1
ASCL3,-1
SMIM12,-1
SAP130,-1
UBR5,-1
MAP10,496
TUT1,-1
DNAJB11,-1
LMNB1,513
CCNE1,460
VAV1,-1
ESYT2,-1
GNG13,496
TMED2,-1
RPEL1,-1
RAP1GAP2,509
ATXN7L3B,-1
APBA3,-1
FAM83E,-1
IQCC,-1
PUS3,-1
TBRG1,313
RRM2B,-1
TRPM7,-1
FOXP1,-1
PC,-1
KIF22,-1
PICK1,-1
SEMA3F,-1
TIMP4,-1
NAGLU,-1
ZNF253,-1
ZSCAN32,-1
PCK2,-1
HOXA7,307
MIER3,48
PRCP,192
ZFYVE21,383
TSPYL5,-1
TERB1,-1
PAPSS1,462
KLHL31,470
ELF3,325
RPS6KA1,118
SYTL1,-1
MYO18A,-1
RAB15,471
MSH4,-1
PACC1,385
NUDCD1,-1
PLEKHG3,417
ZNF22,-1
STAT6,-1
CHKA,267
ZNF292,-1
SURF1,-1
HMGB1P1,-1
NDFIP1,130
KLHDC2,-1
MOB2,339
MTMR4,422
NALF2,-1
CTDSP2,-1
ATN1,-1
SRP9,-1
TMEM200C,197
NEK6,-1
ACTRT3,-1
DPF3,-1
INAVA,430
MEOX1,-1
PDIA2,599
ACBD5,355
GCNT4,-1
TULP4,-1
MRPL10,248
IKBKG,-1
MANF,-1
TNNC2,600
GPC3,-1
CCAR2,418
KLLN,-1
PRDM7,-1
MBD2,-1
ZNF718,-1
RXRA,-1
AMIGO3,-1
HSFY2,-1
CHRD,-1
SH3GLB2,-1
YIPF4,278
PLCG1,67
PPARA,586
CWF19L1,-1
MAP6D1,-1
COA3,-1
YTHDF3,580
VILL,-1
SLC31A1,397
LBHD1,123
OSR2,-1
NMB,120
AGPAT5,-1
PRDM9,-1
ASF1A,-1
RSPO4,-1
PMEPA1,325
CELF1,611
METTL22,-1
TRIM8,292
ST3GAL2,312
ZNF274,164
CISD1,-1
LRCH3,-1
RHBDL3,296
CDCA2,536
TMBIM6,-1
MIB1,-1
HELB,532
LZTS3,-1
TMEM151A,-1
RIC8A,109
SLC2A3,-1
FAM72B,-1
ST8SIA3,514
TAL1,188
RCC2,-1
EPHA8,13
NSUN4,-1
HOXA1,-1
SPEG,344
TTLL7,-1
SMARCC2,-1
RPL29,248
CEL,-1
SLC1A3,137
ITGA2B,-1
NFX1,-1
CERS1,151
ZNF585B,122
DUSP5,457
MON1A,-1
NME6,339
B3GNT7,184
PIGV,461
H3C10,-1
TBC1D7,-1
INO80C,247
CCDC51,252
NDUFAF8,156
SCAP,-1
LIPA,-1
ERLIN2,-1
SLC30A9,188
PGAM5,-1
TIMMDC1,-1
CCNC,-1
CRY2,-1
OBSL1,-1
IDO1,-1
SARS2,523
TPI1,-1
IFITM3,519
C2CD4B,-1
PABIR2,483
C1orf50,-1
PHOSPHO2,-1
CFAP36,-1
ABHD13,499
ATP2A3,-1
PIAS2,440
ZBTB32,593
GRIPAP1,-1
PLTP,613
MRFAP1L1,372
NEUROD2,478
SLC16A5,82
HIBADH,169
ZNF844,-1
PCDHB4,609
TRMT12,286
APELA,-1
CCDC96,59
MFSD3,442
GNL3,446
C19orf73,421
SEC24D,-1
PBX2,-1
CNMD,-1
OLIG2,-1
TLE4,-1
MPPE1,-1
TWF2,-1
USP9X,131
DCP2,-1
PSMD5,-1
ZNF676,359
ZNF155,-1
ZNF770,-1
BACH2,-1
FAM131A,176
SLC7A6,-1
SF1,-1
CCDC88A,-1
B9D1,-1
ASAP3,-1
DNLZ,-1
AASDH,-1
METTL17,527
CALCOCO2,85
YBX1,-1
TPGS1,-1
DICER1,-1
RETSAT,-1
MSGN1,-1
BPNT2,-1
QPRT,-1
NOTCH4,-1
TMEM81,-1
KLF2,-1
CLIP2,-1
TAF7,-1
TEN1,161
THAP8,391
RAD54L2,325
PSME4,-1
POLE4,-1
KLHL17,520
UBA5,434
TPM3,-1
MYT1,-1
PCMTD1,-1
AKAP12,-1
CNOT8,162
GYS1,-1
CD47,291
TMEM134,-1
GPR107,336
STMN1,616
SLC22A5,50
CNOT6,-1
RPS6KA5,-1
DNASE1,-1
CHMP4A,438
ZNF501,366
ZNF112,-1
CNPY3,498
RUNX2,-1
UNC5B,128
EZH2,-1
GLI3,307
GPR176,367
PPP4R1,179
TRAF3IP2,285
MT-ND1,193
HMOX2,-1
C15orf62,329
RNASE8,-1
APOE,-1
CDY2A,-1
MEIS2,-1
ZNF781,-1
ERO1A,350
LIN7A,-1
ZNF396,431
CSF1,-1
GNB3,-1
ADCK2,409
DPP9,-1
KRTCAP3,574
ABCA2,-1
AMDHD2,423
MAP3K10,301
H1-1,-1
PSRC1,-1
TPD52L2,-1
CR2,533
DELE1,496
N4BP2,-1
ELK3,-1
DDRGK1,70
SCO1,525
NUDT1,-1
TCAIM,-1
SLC39A4,-1
DNAJC5,-1
GPM6B,-1
VANGL1,294
HYCC1,200
PITPNM1,-1
STK10,-1
KLHL21,224
ZNF585A,-1
UBE2R2,-1
SMIM29,-1
CTAGE1,-1
SLC45A2,-1
LHX5,-1
CCDC34,-1
ATOSB,-1
NOLC1,-1
ANAPC16,-1
ANTXR1,-1
PRKAR1A,305
FUT11,-1
CFAP157,435
ZGLP1,-1
MFF,575
COMMD9,-1
RARS2,493
HADHB,-1
LACTB2,-1
IQCB1,-1
H4C14,-1
ZNF486,-1
KLF1,-1
PRRC1,320
ALX1,-1
AMT,-1
ZNF839,-1
DLX6,584
FAAP100,-1
TERF2IP,-1
TRDMT1,-1
ZNF333,-1
MGAT5B,583
LYNX1,531
MFSD13A,345
ZNF432,590
GM2A,224
TIPARP,403
SLC38A7,-1
GYG2,-1
APOBEC3D,-1
ODF2,-1
RTL6,-1
KDELR1,-1
WDR90,100
SELENOF,449
NRN1L,-1
DVL2,-1
ARPC2,-1
RMND5B,-1
PSME3IP1,-1
SNX11,439
OSBPL1A,-1
RASA2,-1
CTNNAL1,-1
H4C12,-1
RAB11FIP5,350
GNRH1,-1
EMD,475
UGT3A2,-1
ISOC1,-1
DCTD,-1
ZNF831,164
CREB3L4,-1
ZNF14,-1
TUFM,-1
ZSCAN20,-1
PCTP,-1
ANGPTL2,-1
ATRX,-1
TMEM256,-1
ARFIP1,-1
SUOX,-1
EIF2D,374
RBMY1A1,-1
FUS,385
ZNF707,207
CTNNBIP1,479
ANG,-1
DNM1,-1
TOP1,-1
EMC7,-1
FBXW11,-1
WASHC2C,-1
AFF1,-1
CXCL5,-1
DHX32,-1
H4C6,-1
ANAPC11,-1
ZNF721,404
SHH,-1
LIMA1,-1
MDFIC,-1
OCEL1,-1
ATG9B,-1
ALKBH4,-1
SLC38A4,-1
EED,-1
UAP1L1,-1
ARRDC2,-1
PRSS50,608
TSNAX,302
PIP5K1C,44
LMBRD2,-1
SPIN1,406
AGAP6,133
SLC25A35,146
TNKS1BP1,-1
MAPK11,311
DEPDC1,303
POU6F2,161
ZNF268,-1
PIP4K2C,-1
INAFM1,-1
PSD,-1
MARS2,-1
ERCC8,-1
PRKAG1,-1
TFRC,254
TFAP2C,-1
HSFX4,-1
SP5,-1
PDLIM5,422
PTGIS,-1
ZIM3,-1
DLX3,-1
SEC31B,533
SLC27A3,338
PARP3,395
GEMIN4,575
USB1,-1
MSL3,497
SLC2A14,-1
CNST,459
GOLT1A,-1
VARS2,-1
ZNF385A,233
TDRD1,-1
ZDHHC24,-1
ZNF497,-1
TFAM,630
ZNF93,-1
RBL1,578
TUSC2,549
AGER,338
UBE2NL,-1
