,cluster_id
FUCA1,-1
RPS27L,401
ERLIN1,433
LYN,-1
CEP68,378
ARV1,314
H4C7,-1
CIC,439
FARP1,106
RAB38,327
OGDHL,15
APOBEC3C,-1
HEY1,-1
FBXO7,-1
TNFSF13,458
OCLN,-1
CDC16,-1
CELF3,-1
NR2E1,-1
PELO,337
EGR4,288
CARD19,195
ZNF138,-1
SEPTIN8,450
ALDH7A1,-1
HEYL,-1
HEATR3,305
ZNF808,-1
ZNF491,-1
DBF4B,-1
TMC8,630
MRPL34,-1
RPL36AL,-1
IFI27L2,42
HEG1,185
CADM4,-1
SHISA5,565
FAM53B,-1
MAN1B1,-1
AHCY,417
CLIP3,200
C14orf119,139
PINK1,-1
H2BC26,232
CLEC14A,-1
ZNF837,-1
KBTBD7,-1
GCM2,-1
PRDX4,-1
CPXCR1,-1
ZBTB17,-1
RPL26L1,-1
RBM46,-1
NBEAL1,453
PRKDC,629
HOXA2,-1
SMARCC1,-1
KRT10,-1
C1orf116,-1
FOXE3,-1
SMAP1,403
ZNF675,-1
SVIP,336
MET,10
CALB1,-1
RSRC2,-1
ADAMTS1,-1
NECAB3,265
ODR4,311
PAQR8,-1
ZBTB3,-1
PON2,22
EFR3A,-1
NUTM2G,27
PKP2,-1
FAN1,-1
GSTO2,-1
GADD45A,-1
ACHE,-1
TALDO1,50
ZNF175,-1
UCN,-1
NOG,6
LIN37,-1
PPP1R12C,-1
SDHB,372
SYPL1,-1
PRPS1,-1
ZNF474,-1
ECE1,316
TBX3,-1
C3orf52,415
HDHD3,90
ZNF217,436
KDM6B,-1
TRIP11,-1
THYN1,85
DMRTB1,256
HSPA14,-1
C9orf40,-1
SLC19A1,59
PPIL1,-1
FXR1,448
SLC45A3,-1
ZNF716,-1
DTYMK,-1
CKS2,-1
UROS,570
COPG2,416
R3HCC1,-1
ZNF444,-1
SREBF2,464
GPR143,51
ASB16,-1
DUSP4,-1
TRMT112,-1
PFDN4,-1
SMARCA5,-1
RBM6,41
GPR75,-1
RAB3B,218
CER1,18
DHRS3,-1
LPAR2,-1
CCDC87,56
DZIP3,-1
NPPC,74
TFAP2E,187
MAP1LC3B,-1
SRSF6,-1
NDUFB5,-1
MACO1,-1
UBALD1,-1
USP6NL,-1
HNRNPLL,470
MYDGF,-1
FADS3,234
SCG2,-1
PTPRCAP,450
HOXA10,-1
ANP32B,62
ERGIC1,-1
RPUSD2,206
CBX2,-1
GANAB,-1
MARF1,2
EPS8L1,-1
PARS2,-1
BICRAL,42
YIPF5,-1
ARHGAP45,-1
SIRT1,564
ATPSCKMT,54
ZNF592,295
TRIM54,213
PLEKHB2,461
ZC3H14,512
ZBTB43,-1
CBX7,-1
UCMA,225
FLOT2,362
SLC16A11,631
IMPDH2,-1
YWHAH,-1
PIGH,-1
RCOR2,-1
SIK2,-1
MOGS,475
MKRN2,495
UBALD2,-1
NQO1,-1
PCID2,-1
ACAT1,132
SPATC1L,-1
VAMP2,548
SLC25A19,-1
GRB7,-1
EEIG2,491
ZNF391,-1
IDE,-1
ACOT4,277
CPS1,-1
DDA1,-1
SYCP1,-1
PCDH18,-1
ANGEL1,568
RRAS2,-1
SIVA1,412
SGSM2,-1
PRR13,176
RNF31,-1
CSTF2,193
KIAA1586,264
GALM,285
IRF2BP2,-1
PPIG,516
RNF112,142
B3GALNT2,568
RIPK1,557
EPN2,283
RASGRP4,-1
RMDN3,-1
INSM2,-1
E2F2,-1
CPD,-1
RNF135,-1
ACSL4,-1
ADRM1,432
TNFRSF10A,56
C7orf50,-1
TCP11L1,-1
SAFB2,-1
MRPL47,-1
PIGG,-1
RNF130,340
SYNJ2BP,192
RTN3,-1
FOXP2,-1
PARPBP,-1
PLAUR,-1
GON7,463
GPD2,-1
RNF146,503
NRM,-1
HEBP2,-1
SLC33A1,-1
GLB1L,8
DACT3,-1
ACER3,-1
AHCYL1,-1
AMFR,-1
PARP2,-1
ATCAY,-1
SLITRK3,-1
OGFOD3,-1
TLX1,-1
PHLDA3,519
LACC1,149
EOLA2,-1
DPEP1,190
SSBP1,-1
SETD2,-1
BAIAP2L1,-1
AK2,321
NAE1,319
MRPL37,-1
PRM2,-1
PLXNA1,527
CHMP7,270
TAF15,-1
TPT1,383
PEX3,-1
PXYLP1,626
PCDHGC3,-1
TRPC4AP,-1
MTFR1L,173
C1QTNF6,-1
DHX35,-1
H3C15,-1
METTL7A,455
MVD,520
CCDC43,-1
ZNF761,-1
MOSPD3,255
UCHL5,-1
BCL11A,-1
ACTMAP,438
ITGA5,613
SEC14L5,500
NAP1L5,192
KBTBD11,-1
ZNF263,360
NPTN,512
SLC12A6,308
GJD3,429
DHX34,394
FIGNL2,38
SUPT3H,390
ZDHHC18,-1
SLC35A1,-1
DDHD1,326
TCL1A,-1
TSC22D4,68
ZNF266,439
SPDYE3,158
VPS35,-1
ZNF85,-1
GPANK1,-1
VDAC1,-1
DNAJB5,-1
C19orf84,-1
TRPM4,-1
ACE,330
FAM174C,-1
SBK2,293
AVPI1,-1
LYRM1,-1
SLC25A3,-1
E2F4,-1
HBEGF,-1
DGCR6L,-1
D2HGDH,477
NDUFB8,466
SIRPA,16
CENPX,404
FAHD1,332
PLEKHG4B,409
WWC2,-1
MRPL24,527
MTCH2,575
RIMS3,126
LEPROTL1,89
CDK5RAP3,456
ZCCHC18,-1
DGKD,-1
SLC44A1,204
ZNF669,600
METTL16,-1
CH25H,-1
BAZ2B,582
DPYSL3,149
CSNK1D,633
PTPN21,-1
GSDMD,-1
HIF1A,-1
TSPAN12,10
CHRNA4,-1
MANBAL,636
KIF3A,439
SLC25A32,126
RASSF3,25
KDF1,205
ARHGAP33,-1
NENF,355
CTAGE4,422
ZNF639,-1
PTPN18,129
MAST3,-1
RHPN2,-1
MTIF2,-1
SELENOI,-1
FREY1,-1
SCML4,390
ODAD3,-1
C18orf32,256
DCAF8,430
TOP3B,-1
CYP26A1,-1
FIBP,-1
TMEM184C,-1
HIGD1A,589
IFT52,26
ATOH7,569
ZNF628,-1
SHROOM2,531
RAP2A,-1
MAT2A,361
LYRM7,378
ACOT9,74
PGBD2,-1
SP6,-1
TNFSF9,-1
HSD11B1L,553
DPEP3,-1
CDC14C,311
HOXB5,446
PNP,150
ANKMY2,101
LRP11,57
ARMCX5,-1
ABCD4,498
TMEM8B,389
PDZD9,-1
PPP6R1,-1
GAPDHS,89
CYB561A3,376
TRABD,447
TTC30B,-1
EZH1,-1
PEDS1,571
ACSM3,-1
MXI1,162
PEX2,-1
USP47,572
EHMT2,-1
FRMD8,-1
MAPK6,-1
SLFN14,-1
MFAP3,402
H2BC9,-1
DNMT1,77
USF1,-1
MGME1,-1
SSR4,-1
NDUFA8,293
KCNJ14,-1
SH3BGRL,100
DPH1,395
GNAQ,606
PRKAR2B,-1
AMH,-1
DBX1,-1
EEF1AKMT4,-1
UCK1,-1
ISOC2,-1
TCF15,180
WDR6,278
DCBLD2,371
CENPS,592
TRAF2,-1
PTN,-1
AHSA1,-1
GJA5,528
RORB,-1
CTTNBP2NL,342
MLH1,384
CAVIN3,-1
MAFA,-1
PFKM,547
RAD54L,506
UST,205
CARF,125
CRIP2,-1
SHISA8,368
XRCC2,228
CHRNA9,242
STX6,50
MICALL2,503
GBX2,-1
TDGF1P3,-1
PCDHB12,620
USP25,-1
ACAA1,-1
PSMB10,-1
TIGD6,-1
WDR83,-1
KIRREL1,564
PTP4A3,115
CSNK2A3,95
FGF22,-1
TSC22D1,379
SRMS,-1
TMX2,222
ALKBH8,-1
TET1,-1
ZNF100,514
LCN12,46
TMEM120B,-1
PCGF3,441
PPT2,432
LAD1,373
PIDD1,388
DHCR7,-1
FMNL3,-1
RELL2,88
B2M,262
SETD4,-1
LZIC,-1
MELK,524
MT-ND4,236
MRPL14,-1
NEMF,207
EPCAM,-1
NUAK2,-1
RBBP9,608
CHEK1,-1
ZNF236,-1
BCLAF1,-1
SHROOM3,-1
DVL3,277
CLK3,-1
NRROS,629
ATG16L1,-1
KCTD10,192
MRPL39,367
SMUG1,571
MT-CYB,-1
FBXL22,-1
SPG21,-1
PLA2G3,365
FGD4,-1
ALMS1,-1
DACT1,-1
CD99,280
ZIC3,-1
PROP1,394
NLN,27
NCK2,149
ECHDC2,132
PTGER1,-1
TGFBRAP1,-1
SLC39A14,-1
NRIP3,541
VSNL1,-1
NEURL4,36
CCNB1IP1,-1
ORAI2,20
NDUFS8,-1
PASK,84
CLN6,-1
VCL,-1
MB21D2,-1
NR1H4,-1
PPP1R17,516
HES2,555
CTCFL,-1
MDK,-1
TENT2,-1
NPIPB4,-1
USP13,-1
USP44,91
ZBTB24,588
UBXN4,-1
PCDHB5,-1
ZNF705B,-1
ZNF782,-1
BBS1,-1
MYH3,-1
ZNF397,232
NPC2,411
ZC3HAV1L,-1
H2AC1,164
RSC1A1,338
SENP3,-1
MRPL30,-1
TKFC,139
CEP95,-1
CHMP2B,350
TIMM21,542
BANF1,-1
PIGP,-1
SELENOK,406
MYOZ1,552
PIWIL4,441
MICOS13,-1
G0S2,368
FAM229B,101
NUFIP2,-1
MMP11,437
ZNF384,-1
BCL7C,433
PROSER1,-1
PCDH8,448
RAB3D,85
CPZ,-1
ARHGEF1,-1
WDR35,-1
TMSB10,221
OSBPL11,314
GFM1,339
ZMIZ2,-1
LRRC26,237
CALM1,-1
APOA1,-1
FOXO4,-1
GPR161,-1
KCND1,138
COPS9,67
LIG4,-1
NEIL1,-1
SERPINB1,-1
NHERF1,23
TMEM267,-1
EPB41L2,-1
ATP6V0E1,-1
DCAF15,171
THEM4,562
DDX53,407
CCNP,-1
DPYSL5,316
VAPB,-1
ADM,158
TRIR,162
RORA,340
GPR153,-1
PAPOLG,-1
MAP2K2,450
RDH10,-1
RNF24,269
LRRCC1,190
SIPA1,351
JPH4,-1
RTL8C,167
TBPL2,-1
ELOA2,-1
STARD5,69
ISX,-1
GRIN2D,-1
NSUN5,-1
PRRC2C,485
PPT1,549
PIK3R4,275
TOP3A,-1
SYT12,-1
SLC30A6,69
ZNF766,-1
RET,-1
NUP155,-1
PHC2,404
LDAH,421
STOML1,503
ADPRS,-1
SKP1,635
SCAMP4,438
EIF2A,-1
TRIM23,-1
SNAPIN,-1
CLCC1,-1
S100A6,-1
DIRAS1,620
PCSK4,568
RAN,171
MYBPC2,-1
USP35,-1
EFCAB6,-1
FOXM1,-1
RAP1B,-1
LIN7C,478
THAP5,341
SUN1,-1
GABPA,-1
FRAT1,330
HMG20A,571
ITGB1,-1
PACS2,528
PIK3R3,-1
FNBP1L,-1
NPY1R,459
KRCC1,-1
C19orf81,-1
PANK2,551
PTPRN,-1
OGFR,20
ACTN4,-1
DBI,75
DPYSL2,-1
STRN3,-1
TAF2,-1
S100A13,-1
FAM171B,546
SLC7A2,-1
SERTAD1,191
RNF34,-1
PINX1,-1
STIMATE,575
PRX,556
DUS3L,-1
TANGO2,165
PM20D2,-1
BLMH,563
USP15,-1
TMED8,-1
KLHL34,-1
ARAF,573
OXLD1,-1
ABHD17B,-1
IMPA1,582
XYLT2,446
COG7,225
TMEM86A,18
EMC10,278
MOS,490
NIPA2,286
SPIRE2,50
VCY1B,-1
IFT20,-1
OTUD3,-1
REXO5,523
FOXK1,-1
ABRA,225
SDC1,-1
SPAG8,-1
RAB6D,-1
GOT2,-1
TMEM168,206
EFEMP1,11
SPRYD7,-1
VSX2,358
ZDHHC22,-1
CCDC28B,-1
ZNF800,-1
EDNRB,-1
POLR2I,524
CLPP,21
NACA2,-1
MOB3B,-1
PRPS1L1,-1
MACROH2A1,-1
NOL3,-1
SPCS1,-1
HDGF,330
POU3F1,-1
SSTR3,-1
RHOH,169
IDI1,-1
TMEM19,-1
NAV1,6
HOXA5,-1
MRPS25,590
FCSK,395
AHSP,-1
PPP2R5C,-1
TCN2,127
DUSP3,-1
COQ8A,137
TMEM63A,-1
CLK2,110
ISCA1,-1
ZNF260,-1
TNFRSF12A,419
NR1H3,166
POU4F2,474
HOXD1,-1
CDCA5,388
MYO10,-1
PCBP1,-1
YLPM1,338
MRAS,-1
SLC35E2B,-1
ZCCHC24,-1
ACTG1,-1
PRR14L,95
CXCL6,273
PQBP1,472
YARS2,-1
ABCG4,-1
DISP2,-1
HDDC2,-1
ABI3,-1
FYN,-1
DDX59,541
AKT1,392
TLCD3B,-1
CNTRL,202
CMPK1,-1
SH3PXD2A,-1
TAP1,-1
ARID1A,352
NSMAF,500
CYTL1,-1
PI4K2B,-1
RHOT1,-1
UCP2,-1
TMEM170A,-1
HSF2,125
UGDH,-1
WDR53,-1
PA2G4,-1
PPM1H,57
ULBP3,207
SLC36A1,-1
RAB25,242
ALDH9A1,561
DCUN1D1,323
CDK5RAP1,129
C4orf36,6
RAC1,-1
ZNF99,352
SMIM10,-1
PPM1M,-1
UFM1,-1
RTCB,-1
CALHM2,-1
NARS2,-1
RGL3,205
DENND6A,295
CHST7,201
LMAN2L,405
OTULINL,-1
TCEANC2,-1
ARTN,-1
LYPLA1,-1
IL13RA1,-1
ICAM3,-1
HSPBAP1,-1
DNAJC24,-1
TFE3,-1
PDPK1,506
JRK,592
SERF1A,-1
RNF208,-1
LINS1,206
UQCR11,-1
DDX17,380
CCDC106,336
DIAPH1,546
HACD3,-1
LHX4,122
GOLGA6C,-1
HOXB6,-1
KYAT1,-1
DPPA3,-1
AP3M2,353
PRDX2,-1
EDEM1,471
EMC3,-1
ZNF727,-1
NOSIP,-1
RALBP1,485
PBX1,-1
ATXN7L3,-1
CORO2A,-1
SLC41A3,504
MRPS14,372
SFMBT2,-1
RNF220,-1
DDX28,-1
MCUR1,-1
EBF1,-1
PTPN2,-1
DKKL1,-1
USP11,239
HIVEP3,350
ACIN1,-1
NAPB,123
SERINC3,494
ACER2,-1
NBPF11,-1
AIFM2,-1
NUMB,-1
SLC29A4,-1
PRSS35,120
MND1,-1
C16orf54,240
ITPKC,-1
TMEM35A,-1
NHEJ1,-1
LCK,-1
RSF1,-1
HCFC1,359
CPSF2,381
DDX11,-1
CCS,-1
PLPP1,-1
RDM1,358
NPIPA7,-1
CPNE2,-1
TRIM36,325
NRIP1,-1
TMEM191C,-1
KNSTRN,249
SSX2IP,-1
BORCS8,-1
TMEM143,-1
BTBD3,-1
CCDC17,90
CEP55,518
C8orf76,-1
ASIC1,-1
LSM14B,569
ZNF75A,364
SUV39H2,-1
CDA,-1
COPS3,-1
SINHCAF,358
PTAR1,-1
SERINC5,-1
TFCP2,-1
FAM181B,440
MATR3,-1
HIKESHI,-1
BLOC1S6,-1
MOCS2,-1
SFSWAP,-1
TTC38,-1
POU4F1,-1
TTYH3,-1
ATP6AP1,-1
FITM2,-1
MAP4K3,201
ATAD3C,1
RIPOR1,-1
DPM2,-1
MT-ND4L,-1
PLS1,309
GPRC5C,581
CNDP2,-1
TGDS,-1
GLS,185
FCHO1,444
GLIPR2,-1
PRR29,-1
PRKAA2,-1
SLIRP,-1
RAB6A,157
PHYH,-1
GUF1,78
C20orf96,175
ATP6V0E2,-1
GALNT6,327
KCNQ2,-1
ETV4,-1
HES7,-1
MLLT6,-1
VWDE,-1
GAP43,33
LAMTOR5,526
GATAD2B,-1
TAB1,-1
TAF1L,269
FGF19,-1
FBXO9,191
ANKRD65,-1
MRPS23,200
PTPN23,-1
SARNP,-1
LFNG,-1
SERINC4,152
RELCH,-1
DRG1,536
RNF125,483
POM121C,-1
FRS3,-1
CD74,-1
TIRAP,-1
PROB1,3
SRSF5,-1
TARS2,77
HES1,144
PLPP5,-1
MICA,101
HP1BP3,-1
CEMIP2,-1
SEC22C,487
HOXA13,-1
P4HA1,-1
IER3,-1
EIF2AK2,-1
ZMIZ1,-1
UBR1,-1
MYH10,439
ZNF214,-1
AGAP5,-1
NR1H2,-1
EXTL3,86
LPAR4,-1
FNBP1,-1
CHAD,-1
YARS1,-1
UBXN11,582
DPM1,-1
ANAPC7,-1
SAR1B,-1
ZNF341,-1
EIF4ENIF1,101
CREBRF,416
TMEM87B,341
DLG1,-1
IGFBP3,634
USP48,439
FMO5,-1
RBM45,-1
ATG16L2,-1
RC3H1,-1
ARIH1,-1
AHDC1,618
NFKBID,-1
EGR1,-1
MT-CO2,-1
TMEM178A,323
BSG,-1
FAM120A,-1
DHRS4L2,413
NRBF2,34
FTL,-1
NUDT10,-1
ZNF470,-1
MT-ATP8,334
STX16,-1
TTC19,-1
BTN2A1,-1
PSEN1,-1
HOXC6,-1
TOMM70,-1
USP14,-1
SUN2,-1
ING1,469
TEX13B,-1
SLC38A9,-1
KCNJ11,499
NAIF1,-1
WDR76,-1
ATP2B4,595
NUP50,273
TMEM263,-1
MEIOC,-1
CAMKK1,-1
SORL1,-1
CCNF,364
PHF10,256
CCR10,148
HECTD3,140
ITGB1BP1,281
RNF216,71
MAST1,-1
H3-5,-1
PPP4R3A,-1
GATM,518
ZKSCAN5,-1
MSANTD3,185
PLAT,-1
MAPRE1,-1
HLA-DQB1,-1
PPFIA4,-1
GRK3,-1
CYTH3,-1
OLFML2B,34
ARF1,-1
ZNHIT2,121
CACNG6,340
GNPTAB,-1
GLUD2,181
HENMT1,-1
ZNF431,435
SGPP1,366
SEC23IP,292
SLC19A2,-1
HOOK3,155
N6AMT1,-1
ZNF835,-1
SLC49A3,213
G2E3,242
GOLGA3,530
FAM200A,286
LAMB1,-1
ARGFX,70
UBE2Z,528
TOE1,181
WASF1,-1
CASC3,-1
TIMM50,507
DMKN,145
SHMT1,-1
RPL12,116
SFXN5,535
PELI1,418
EFS,409
NFIA,563
MAP1S,-1
NR1I2,-1
PCBP2,-1
SLC16A1,-1
ETHE1,422
LIN28B,-1
FKTN,146
SLC25A15,-1
LAMA1,294
IL17RE,69
TMED10,50
SPATA13,-1
PKMYT1,587
KNOP1,-1
CENPO,548
SRXN1,-1
CNIH2,-1
DDX6,-1
C4orf46,429
CNOT10,573
ENTREP3,34
PDHA1,-1
LEO1,445
FGFBP3,-1
H3C14,-1
RAB21,-1
RNF103,-1
SLC16A13,-1
RAF1,139
ACADM,532
DLL3,-1
ABI1,462
FEM1A,-1
FUCA2,347
ZC3H15,-1
SLITRK5,-1
CRNKL1,-1
RMC1,96
FBRSL1,-1
DBP,-1
PIN4,-1
GLUD1,381
ABCB8,-1
XPO4,569
DAGLA,637
NBN,492
DDIT3,-1
NME2,329
CENPB,-1
ASXL2,-1
PRNP,-1
CTDNEP1,-1
KCNQ4,502
PPFIA1,-1
TMEM30B,-1
CALD1,117
PKIG,390
UBTD1,-1
ITFG2,515
GRTP1,197
KLK7,-1
RABEPK,205
RNF227,123
COPS5,-1
TMEM39B,-1
CGB7,-1
MAGEH1,514
SUZ12,-1
ZNF256,-1
BRINP1,-1
TMEM140,-1
IL18BP,409
GNAO1,509
TLCD2,472
CCDC117,-1
FOXC1,-1
GOLGA6L4,-1
HIPK3,580
RNF123,-1
MBD3L4,-1
RIF1,-1
TRIML2,578
SLC26A11,532
OR2B6,-1
BBS10,-1
H4C15,500
ELOF1,537
ALCAM,-1
MRE11,564
PYROXD2,-1
ELP6,-1
IWS1,-1
PROKR2,37
EDRF1,519
GALNT1,-1
VPS13A,69
CSNK2A1,398
SNRPB2,-1
MALT1,409
FKBP1B,-1
TAF1B,570
IFI35,64
CHAC1,600
DPY30,475
DUSP26,437
BRWD1,-1
COMMD8,-1
SIK3,196
CXCL1,-1
YIPF6,-1
BLVRB,-1
CELSR3,392
FZD4,469
FEZ1,-1
NELFCD,-1
NID1,-1
TOR1A,231
UBAP2,547
PNPLA4,256
TPRA1,630
TNNT1,-1
CCSAP,-1
ANP32A,347
NETO2,418
NSD3,-1
MBD3,-1
RAP1GAP,242
PTPRZ1,525
DUSP11,-1
ADAMTS15,-1
GTPBP8,-1
PCBP3,433
FOXL1,-1
RUBCN,-1
HSD11B2,481
PHLPP1,-1
RAB43,312
POLR2L,513
SRPK3,440
ATG14,-1
MTERF3,276
TPD52,8
C3orf38,340
ITLN2,-1
SS18,-1
TRAPPC8,-1
TAC3,-1
BPNT1,-1
ZFYVE16,-1
KLHDC4,269
DCUN1D4,363
CDKN1C,516
NES,570
SMIM14,190
DNAL1,350
MRPS17,-1
C2CD5,222
TMEM245,339
ANKRD61,-1
HNRNPK,-1
AKR7A2,-1
MASP2,265
RRAS,256
ZNF738,-1
NELFA,-1
HPCAL4,-1
E2F6,-1
BRDT,202
SEC24C,149
TTC32,-1
DBN1,242
ZNF646,636
YJU2B,-1
POGK,507
CCDC113,378
DGCR6,69
ARL16,457
PRR19,-1
SLC35A4,404
HNRNPUL1,-1
CALHM6,538
MME,414
SPOPL,-1
BIN3,537
STMN3,-1
HNRNPUL2,-1
STPG3,-1
POMGNT2,-1
HDGFL3,-1
TBC1D17,149
ENTPD6,-1
GSTM3,6
VPS39,554
SPRYD3,129
ZC3H12C,-1
BTBD7,-1
ACCS,585
PUS7L,-1
MINDY2,-1
ZNF366,-1
DDX42,350
SBK3,-1
DCUN1D2,80
RANBP10,6
ZC4H2,421
PLEKHN1,-1
ITGA6,-1
FAR1,305
CGREF1,-1
DCAF12L1,19
VN1R1,227
GSTCD,-1
INPP5K,-1
IPO4,342
ARFGEF1,207
TMX4,348
CEBPE,629
AOC3,-1
C1orf115,115
C18orf54,347
KLK5,-1
C10orf105,101
CLC,405
CCKBR,-1
NEK8,-1
MFSD12,149
TMEM231,-1
SNX4,408
NDUFA6,-1
ALDH4A1,476
PIK3CD,-1
LLGL1,-1
FHIP2A,-1
MAP3K20,-1
TBC1D9B,101
TRAPPC5,-1
CXCR4,-1
RCBTB2,-1
ASPHD2,137
KLHL15,472
RAB41,237
C5orf34,104
PRICKLE3,-1
ZNF598,-1
PARG,-1
TRAPPC14,-1
HPF1,511
PRXL2A,11
OSBPL7,-1
NYAP1,509
H3C6,226
SPATS2L,-1
LTC4S,-1
ARL6IP5,-1
ZNF80,-1
TENM1,-1
ITCH,-1
MSRB1,-1
C2CD4D,-1
GOLGA6L9,555
ODF2L,-1
CCL2,-1
PGLYRP1,-1
CLDN19,519
CSNK1G3,356
WASF2,-1
TMEM258,-1
CTTNBP2,227
SALL2,-1
SOX13,-1
TTC17,-1
ARPC5L,-1
RABL2B,-1
GGT1,81
S100A14,129
ZFAND4,-1
MTMR2,-1
MLH3,-1
UBXN1,449
ENSG00000286190,-1
AP3S1,-1
RANBP3,338
SLC2A6,-1
SERPINE2,-1
CAMSAP1,-1
SLC50A1,-1
WIPF2,185
RPP25L,614
ZNF319,-1
CORO6,-1
MAP4,290
ADPRH,-1
MOV10L1,-1
SEMA5B,604
GLRX,-1
MNDA,223
UACA,589
MRPL52,-1
S100PBP,222
AP1M1,356
PGBD5,-1
CACHD1,391
ACBD7,-1
CAMTA1,-1
ZNRF3,316
NREP,156
VANGL2,414
CLASP2,-1
UQCRH,-1
NPR1,-1
NBPF12,-1
MANEA,-1
HAT1,439
EIF4A1,-1
C15orf39,-1
TRAK2,431
CDX4,-1
STIP1,-1
RAPGEF1,562
FREM2,-1
ARL8B,360
CLDN10,-1
PELP1,-1
IAH1,339
CGB2,577
GJC3,338
IFT172,-1
DOK1,152
MARS1,616
ATP11B,237
PPM1G,-1
ARHGAP4,-1
CCDC120,-1
ANKS1A,-1
ZFPM1,-1
ACP2,-1
DCUN1D5,66
ILRUN,16
SBNO2,146
MFHAS1,-1
TOMM22,-1
UBE2G2,-1
ZNF560,421
KIAA1143,295
SLC4A3,82
ZW10,-1
DMAC2L,-1
LRRC47,123
HRC,618
CELF4,-1
RIC3,-1
PRORP,164
NR6A1,-1
CEBPG,-1
SUPV3L1,-1
PLCD1,28
TOMM7,447
RPN2,-1
KCTD2,-1
MAD2L1BP,-1
DPPA4,-1
LONRF1,-1
PREPL,289
VAMP8,-1
THTPA,512
ECD,-1
C3orf62,421
MECR,-1
CD55,40
BLTP3B,305
ZNF429,-1
RABEP1,-1
CUTC,-1
SMPD1,348
RAB39A,448
IGSF9B,357
PRELID3A,-1
SLC25A6,627
DDIAS,-1
POGLUT1,-1
PAPOLB,-1
BBS12,-1
NR2F2,253
TRAF1,227
CTCF,-1
EFHD2,-1
CXXC1,-1
ERVV-1,-1
UQCRC1,309
SNUPN,-1
KRT18,-1
ERCC1,295
SLC35F2,-1
SFXN2,-1
PAPOLA,561
CYBC1,207
MTHFSD,-1
MOCS1,113
ZNF442,-1
TRAF7,309
WASF3,52
CNPY4,-1
MARCKS,554
DNAJA1,-1
ANXA7,278
PHPT1,-1
GNL2,-1
ADGRB2,-1
LRRC8A,-1
ZNHIT1,414
SLC6A15,-1
ANO8,-1
TIMM29,-1
SEC24A,-1
MUC3A,628
ZSWIM7,-1
JAG1,119
LHFPL4,531
CNFN,89
LRFN1,-1
ACTR3,-1
HNRNPC,184
NUDT18,205
AAR2,-1
SLC5A2,-1
APLN,46
RNH1,105
LAG3,218
NDST1,-1
INTS11,89
ENTPD5,-1
TRAPPC13,-1
WDR77,-1
HACL1,-1
CRLF1,-1
NSMCE4A,438
GLUL,-1
GK5,-1
CORT,378
MRPL12,-1
RFX4,-1
PTPN11,-1
TEX30,-1
CREB1,-1
MAPK12,-1
MAEA,409
CRYBG2,291
DSTYK,-1
PNPLA5,165
DNAJB6,-1
PTRH1,-1
COPG1,-1
ACO1,-1
SOD2,-1
SPAG5,-1
MTMR3,-1
MLLT10,-1
KLHL4,123
GALNT4,16
GADD45GIP1,194
TM9SF4,-1
TRIM62,-1
PTPRA,-1
SLC25A52,-1
STARD10,-1
SLC9A6,-1
PDGFRB,477
HSF1,-1
MACF1,362
SCRN1,-1
CAV1,-1
KPNA2,-1
STAC2,-1
SPART,-1
BRSK1,-1
TMEM59,591
RXYLT1,285
SLC7A10,-1
PRMT1,-1
NUAK1,224
PCSK9,57
KIFC2,-1
SPN,-1
MMADHC,353
ATP13A1,-1
CXorf38,327
CUL4B,93
PPM1F,-1
RND3,519
KIAA1522,-1
VPS33B,-1
KBTBD2,-1
HSPB9,-1
MAST2,514
NMRK1,-1
SELENOM,572
INTS1,-1
ZFP42,516
USP7,-1
ANKRD28,129
SPPL2A,287
TMEM115,372
MANBA,497
GPR20,-1
CSRNP1,558
MFSD8,-1
RNF138,-1
AGFG2,-1
TDP2,-1
NAP1L2,-1
TSPAN9,-1
SLC23A2,137
CHP1,-1
TIMM17A,453
GRSF1,501
BTG2,-1
VAMP4,-1
COL1A1,-1
NHLH2,561
SOCS5,-1
FAAP24,-1
ARHGDIG,83
PPP2R5D,-1
PITRM1,442
ENSA,378
URB2,-1
RNF122,159
RP2,377
SLC9A5,236
PLXNB2,137
NCK1,-1
HOPX,530
VWCE,-1
IRF8,-1
TENM3,-1
NCKAP1,-1
ROM1,346
FZD1,-1
ATXN2L,275
PRB3,-1
KIF18B,-1
ITGB1BP2,573
PITHD1,275
ABHD12,-1
COQ3,-1
NUPR1,535
APTX,246
SMAD1,-1
XPOT,-1
H6PD,-1
AASS,67
SPIN2A,-1
VAV2,-1
CALML6,109
ORC4,-1
SYNM,134
SMIM10L2A,-1
SACS,-1
ARL6,1
CRACR2B,35
UFL1,-1
JPT1,143
MRPS18A,416
CYP20A1,38
BORCS7,-1
BNC1,-1
TSPAN6,21
VEGFB,-1
RAB14,-1
MT-ND5,344
FBXO22,146
NCBP3,-1
BAIAP2,275
TJAP1,139
NR3C1,592
UBE4A,185
NHLRC3,-1
VCPIP1,317
FBXL12,-1
NDUFAF3,32
HMGN4,-1
TRIM22,492
SYPL2,80
KLK8,-1
TBC1D10A,-1
DYNC2I1,-1
TIFA,-1
PLP2,5
ANKRD40,376
FBN3,214
CAMK1,391
PCMTD2,-1
ADGRG5,-1
SLC39A10,-1
LARP1B,415
NPEPL1,-1
P2RY2,446
TAF3,-1
MTHFD1L,-1
MTF1,-1
PGBD4,24
LAYN,-1
HTR1D,538
SH3YL1,-1
HNRNPA0,-1
FGD6,37
